Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,reaction time,key pressed,price_displayed,order,environment,round_instance,task,function id,rod fixing checked,builtin_rt,end_time,start_time,index
843,1554300681717,03/04/2019 14:11:21,1554300681680,1,03/04/2019 15:11:21,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,57,40,2.5,low-high,low,21,fishing,fishing_l,null,56.994999991729856,1554300681577,1554300681520,1
844,1554300682094,03/04/2019 14:11:22,1554300682035,1,03/04/2019 15:11:22,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,246,40,2.5,low-high,low,21,fishing,fishing_l,null,245.9099999978207,1554300681928,1554300681682,1
845,1554300682249,03/04/2019 14:11:22,1554300682220,1,03/04/2019 15:11:22,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,82,40,2.5,low-high,low,21,fishing,fishing_l,null,80.88999998290092,1554300682118,1554300682036,1
846,1554300682421,03/04/2019 14:11:22,1554300682369,1,03/04/2019 15:11:22,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,45,40,2.5,low-high,low,21,fishing,fishing_l,null,44.14999997243285,1554300682267,1554300682222,1
847,1554300682563,03/04/2019 14:11:22,1554300682528,1,03/04/2019 15:11:22,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,55,40,2.5,low-high,low,21,fishing,fishing_l,null,55.300000007264316,1554300682426,1554300682371,1
848,1554300682750,03/04/2019 14:11:22,1554300682715,1,03/04/2019 15:11:22,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,77,40,2.5,low-high,low,21,fishing,fishing_l,null,77.24999997299165,1554300682607,1554300682530,1
849,1554300682921,03/04/2019 14:11:22,1554300682885,1,03/04/2019 15:11:22,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,67,40,2.5,low-high,low,21,fishing,fishing_l,null,66.09500001650304,1554300682783,1554300682716,1
850,1554300683094,03/04/2019 14:11:23,1554300683062,1,03/04/2019 15:11:23,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,74,40,2.5,low-high,low,21,fishing,fishing_l,null,73.31999996677041,1554300682960,1554300682886,1
851,1554300683266,03/04/2019 14:11:23,1554300683227,1,03/04/2019 15:11:23,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,60,40,2.5,low-high,low,21,fishing,fishing_l,null,59.280000044964254,1554300683123,1554300683063,1
852,1554300683422,03/04/2019 14:11:23,1554300683373,1,03/04/2019 15:11:23,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,43,40,2.5,low-high,low,21,fishing,fishing_l,null,42.5249999971129,1554300683271,1554300683228,1
853,1554300683577,03/04/2019 14:11:23,1554300683553,1,03/04/2019 15:11:23,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,73,40,2.5,low-high,low,21,fishing,fishing_l,null,72.7199999964796,1554300683448,1554300683375,1
854,1554300683750,03/04/2019 14:11:23,1554300683725,1,03/04/2019 15:11:23,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,64,40,2.5,low-high,low,21,fishing,fishing_l,null,64.24999999580905,1554300683619,1554300683555,1
855,1554300683922,03/04/2019 14:11:23,1554300683886,1,03/04/2019 15:11:23,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,57,40,2.5,low-high,low,21,fishing,fishing_l,null,56.96000001626089,1554300683784,1554300683727,1
856,1554300684078,03/04/2019 14:11:24,1554300684049,1,03/04/2019 15:11:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,57,40,2.5,low-high,low,21,fishing,fishing_l,null,57.10000003455207,1554300683945,1554300683888,1
857,1554300684252,03/04/2019 14:11:24,1554300684215,1,03/04/2019 15:11:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,63,40,2.5,low-high,low,21,fishing,fishing_l,null,62.440000008791685,1554300684113,1554300684050,1
858,1554300684438,03/04/2019 14:11:24,1554300684397,1,03/04/2019 15:11:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,74,40,2.5,low-high,low,21,fishing,fishing_l,null,73.42999998945743,1554300684291,1554300684217,1
859,1554300684595,03/04/2019 14:11:24,1554300684564,1,03/04/2019 15:11:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,61,40,2.5,low-high,low,21,fishing,fishing_l,null,60.720000008586794,1554300684459,1554300684398,1
860,1554300684752,03/04/2019 14:11:24,1554300684716,1,03/04/2019 15:11:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,49,40,2.5,low-high,low,21,fishing,fishing_l,null,48.49000001559034,1554300684614,1554300684565,1
861,1554300684955,03/04/2019 14:11:24,1554300684916,1,03/04/2019 15:11:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,94,40,2.5,low-high,low,21,fishing,fishing_l,null,93.03000004729256,1554300684811,1554300684717,1
862,1554300685111,03/04/2019 14:11:25,1554300685083,1,03/04/2019 15:11:25,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,60,40,2.5,low-high,low,21,fishing,fishing_l,null,59.400000027380884,1554300684978,1554300684918,1
863,1554300685283,03/04/2019 14:11:25,1554300685248,1,03/04/2019 15:11:25,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,56,40,2.5,low-high,low,21,fishing,fishing_l,null,55.570000025909394,1554300685141,1554300685085,1
864,1554300685423,03/04/2019 14:11:25,1554300685399,1,03/04/2019 15:11:25,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,44,40,2.5,low-high,low,21,fishing,fishing_l,null,44.13999995449558,1554300685294,1554300685250,1
865,1554300685567,03/04/2019 14:11:25,1554300685524,1,03/04/2019 15:11:25,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,22,40,2.5,low-high,low,21,fishing,fishing_l,null,21.460000018123537,1554300685423,1554300685401,1
866,1554300685782,03/04/2019 14:11:25,1554300685729,1,03/04/2019 15:11:25,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,96,40,2.5,low-high,low,21,fishing,fishing_l,null,95.62999999616295,1554300685622,1554300685526,1
867,1554300685954,03/04/2019 14:11:25,1554300685920,1,03/04/2019 15:11:25,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,85,40,2.5,low-high,low,21,fishing,fishing_l,null,85.38000000407919,1554300685816,1554300685731,1
868,1554300686127,03/04/2019 14:11:26,1554300686097,1,03/04/2019 15:11:26,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,73,40,2.5,low-high,low,21,fishing,fishing_l,null,73.19000002462417,1554300685995,1554300685922,1
869,1554300686204,03/04/2019 14:11:26,1554300686100,1,03/04/2019 15:11:26,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,low,21,null,caller,null,,,,2
870,1554300686204,03/04/2019 14:11:26,1554300686101,1,03/04/2019 15:11:26,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,low,21,null,caller,null,,,,2
871,1554300686204,03/04/2019 14:11:26,1554300686102,1,03/04/2019 15:11:26,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,low,21,null,caller,null,,,,2
872,1554300686204,03/04/2019 14:11:26,1554300686103,1,03/04/2019 15:11:26,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,low,21,null,caller,null,,,,2
873,1554300686204,03/04/2019 14:11:26,1554300686104,1,03/04/2019 15:11:26,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,low,21,null,caller,null,,,,2
874,1554300686300,03/04/2019 14:11:26,1554300686265,1,03/04/2019 15:11:26,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,55,40,1.2,low-high,low,21,fishing,fishing_l,null,55.114999995566905,1554300686160,1554300686105,2
